bank_id,course_family,course_profile,unit,section,destination,destination_group,destination_slot,retrieval_role,dok,learning_target,i_can,framework_alignment,item_type,answer_type,figure_files,source_basis,notes
U1-S3-XP-Q05,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q05,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",constructed_response,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q06,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q06,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",short_answer,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q07,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q07,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",short_answer,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q08,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q08,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q09,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q09,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",concept_explanation,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q10,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q10,current-section,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",method_comparison,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q11,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q11,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",constructed_response,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q12,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q12,current-section,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",squeeze_reasoning,justification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q13,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q13,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",constructed_response,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q14,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q14,current-section,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",theorem_condition,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q15,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q15,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",method_selection,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q16,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q16,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",constructed_response,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q17,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q17,current-section,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",error_analysis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q18,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q18,current-section,2,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",constructed_response,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q19,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q19,current-section,1,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S3-XP-Q20,MATH,MATH_AP_CALCULUS,1,1.3,extra_practice,practice,Q20,current-section,3,"Evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","I can evaluate limits algebraically using direct substitution, limit laws, factoring, conjugates, and appropriate trigonometric or squeeze reasoning.","AP Topics 1.5, 1.6, 1.7, 1.8",multipart_method_selection,exact_and_method,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q01,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q01,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,definition,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q02,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q02,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",continuity_check,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q03,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q03,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q04,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q04,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",graph_constructed,classification_and_evidence,u1_s4_ps1_q04_jump_graph.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q05,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q05,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_parameter,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q06,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q06,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_parameter,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q07,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q07,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q08,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q08,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",error_analysis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q09,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q09,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,condition,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q10,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q10,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",concept_constructed,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q11,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q11,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q12,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q12,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",endpoint_continuity,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q13,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q13,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_reasoning,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q14,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q14,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",algebra_continuity,classification_and_exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q15,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q15,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,exact_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q16,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q16,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",representation_synthesis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q17,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q17,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",continuity_conditions,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q18,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q18,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",continuity_justification,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q19,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q19,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_critique,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS1-Q20,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_1,practice,Q20,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",multipart_piecewise,exact_and_classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q01,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q01,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,definition,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q02,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q02,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",continuity_check,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q03,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q03,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,classification,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q04,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q04,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",graph_constructed,classification_and_evidence,u1_s4_ps2_q04_jump_graph.png,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q05,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q05,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_parameter,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q06,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q06,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",piecewise_parameter,exact_with_work,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q07,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q07,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q08,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q08,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",error_analysis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q09,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q09,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,condition,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q10,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q10,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",concept_constructed,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q11,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q11,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",multiple_choice,choice,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q12,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q12,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",endpoint_continuity,exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q13,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q13,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",claim_reasoning,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q14,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q14,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",algebra_continuity,classification_and_exact,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q15,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q15,current-section,1,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",short_answer,exact_and_reason,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q16,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q16,current-section,3,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",representation_synthesis,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
U1-S4-PS2-Q17,MATH,MATH_AP_CALCULUS,1,1.4,practice_set_2,practice,Q17,current-section,2,"Analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","I can analyze continuity at a point and on intervals, and classify discontinuities using limits, function values, and piecewise definitions.","AP Topics 1.10, 1.11, 1.12, 1.13",continuity_conditions,explanation,,Assessment Plan + Framework + supplied AP Topic Questions as style benchmark,Full section-focused AP Calculus practice form; earlier Unit 1 ideas appear only when prerequisite/integrated.
